index,given_label,given_label_name,prob_human,prob_machine,quality_score,flagged,text_snippet
3787,0,human,1.0,0.0,1.0,False,"Uma kuhlanganiswa nezinkinga zangaphandle, ukungaqondakali kwesimo sezulu , izinqubomgomo zomnotho ezivuna abanye, ukung"
3788,1,machine,0.0,1.0,1.0,False,"Ukuntuleka kwezinsiza, ikakhulukazi emiphakathini ethuthukayo, kuyinselelo enkulu. Osomabhizinisi badinga imali, ulwazi,"
3789,0,human,0.9998,0.0002,0.9998,False,e noma ngubani ophakathi nendawo othula imisebenzi eqagulwe esigabeni-721d soMthetho Womshuwalense Wesikhathi eside we-1
3790,1,machine,0.0,1.0,1.0,False,"Lokhu kunciphisa isikhathi sokuphendula ezinkingeni, okuholela ekwenzeni ngcono ukusebenza kwe-Eskom. Izinkinga Nezinsel"
3791,0,human,1.0,0.0,1.0,False,"UMthetho weKhomishani yokuLingana ngokobulili ongunombolo-39 we-1996 yiwona omisa umsebenzi weKhomishani okungukuvikela,"
3792,0,human,1.0,0.0,1.0,False,Abantu abangalinganiselwa ezigidini eziyishumi nane bazoba yingxenye yomphakathi wendabuko kuzo zonke izifundazwe zaseNi
3793,1,machine,0.0,1.0,1.0,False,I-Commission yeZinsizakalo Zomphakathi (PSC) iyisikhungo somphakathi esizimele esakhelwe ngaphansi kweSigaba 196 soMthet
3794,0,human,1.0,0.0,1.0,False,"Ngahlangana noVusile, ngoMkotcho. Amalungu esikhungo ethamela inkomfa ye-Risk Based Approach to AML CFT. UPelo kanye nab"
3795,1,machine,0.0,1.0,1.0,False,Ukunakekelwa Kwezingane Ezisanda Kuzalwa Ezibhedlela Ukunakekelwa kwezingane ezisanda kuzalwa ezibhedlela kubalulekile u
3796,1,machine,0.0,1.0,1.0,False,"Iphakamisa umoya wokubambisana phakathi kwabantu, ikakhulukazi uma amaqembu ahlukeneyo edlala. Lokhu kudala ubudlelwano "
3797,0,human,1.0,0.0,1.0,False,I Igama lomqashi ingozi eyenzeke kusetshenzelwa yena... II Ikheli Ikhodi leposi... i Yenzeka kuphi ingoziusukuisikhathi.
3798,0,human,1.0,0.0,1.0,False,"Ukunikeza ukutholakala , ubunini, ukuncibilikisa, ukucolisa, ukunikeza aabafanele, ukusetshenziswa kanye nokulahlwa koku"
3799,1,machine,0.0,1.0,1.0,False,"Nokho, sigxile ethembeni nasezifisweni. Singasho futhi ukuthi, ngendlela engajwayelekile, izakhiwo zomthethosisekelo zih"
3800,0,human,1.0,0.0,1.0,False,"Usendaweni oyijwayele, ethokomele ngenkathi ubeletha ingane yakho. Uma uba nezinkinga, usizo ozoluthola luncike ebungcwe"
3801,0,human,1.0,0.0,1.0,False,Lokhu kunganika umzimba amandla nomsoco. Usuke usongelekile uma kulukhuni futhi kunzima ukukhipha indle yakho. Gw ema uk
3802,1,machine,0.0,1.0,1.0,False,Kukhona imiyalo nezinhlelo ezichaza izinyathelo ezithile okufanele zilandelwe. Le miyalo ayifani nemibhalo esemthethweni
3803,0,human,1.0,0.0,1.0,False,Ukuthi sikwazile ukuqinisekisa ukuhamba kahle kwezinhlelo zikahulumeni kanye nokwedlulela esikhathini esisha ngaphandle 
3804,0,human,1.0,0.0,1.0,False,Imibandela yokubhalisa noma izimo ezinqunywa yisikhungo maqondana nokubhalisa amathuluzi okuhweba emakethe yezimali inga
3805,1,machine,0.0,1.0,1.0,False,Lapho isicelo siqediwe ngokuphelele futhi akukho ezinye izidingo ezidingekayo ukuze kukhishwe isitifiketi sokuhlonza. La
3806,1,machine,0.0,1.0,1.0,False,Ukufuduka Kwezakhamuzi Zangaphandle eNingizimu Afrika Ukufuduka kwabantu bangaphandle eNingizimu Afrika kubalulekile eml
3807,0,human,1.0,0.0,1.0,False,"Okulandelayo, bese). Ukusebenzisa izandiso ngendlela efanele emshweni (isib. Ugeza emfuleni). UKWAKHIWA NOKUSETSHENZISWA"
3808,1,machine,0.0,1.0,1.0,False,"Ukuthuthukiswa nezimo zokuphila ezingcono kubo bonke. Kule ndawo, u-84 percent wezizinda zihlala ezindaweni zasemaphandl"
3809,1,machine,0.0,1.0,1.0,False,"Ukusebenza kwezikhungo okufana nama-ATM Umhleli: Sawubona, ngiyakwemukela kulesi sikhathi sokuxoxa. Namuhla sizobe sikhu"
3810,1,machine,0.0,1.0,1.0,False,"Ukukhuthaza amabhizinisi endawo, umkhandlu uthole izitshalo nezinto, izivikeli, nezinye izidingo zephrojekthi kubahlinze"
3811,1,machine,0.0,1.0,1.0,False,Ukwakhiwa kweSikhungo seZikhumulo zeMisebenzi Kazwelonke kanye neBhodi yeZikhumulo zeMisebenzi; kulungiselelwe ukuphathw
3812,0,human,0.9999,1e-04,0.9999,False,Fundisa abantwana bakho indlela efanele yokuphendula ucungo nokugwema ukukhuluma nabantu abangabazi noma ukwamukela izip
3813,1,machine,1e-04,0.9999,0.9999,False,i uma i-municipality uqobo noma enye i-municipality ingum sahibi; noma ii njengoba kuxoxiwe esigabeni b encazelweni yomh
3814,1,machine,0.0,1.0,1.0,False,Kukhona izizathu eziningi zokuyeka ukuphuza. Kukhona ithuba elihle lokuthi uzophila isikhathi eside futhi uvikele wena k
3815,1,machine,0.0,1.0,1.0,False,"Lokhu kuholela ekwehleni kwezinsiza, okungathinta umnotho wezindawo ezikule ndawo. Izinguquko zesimo sezulu zenza kube n"
3816,0,human,1.0,0.0,1.0,False,Izinhlelo eziningi ezibalulwe ngenhla zitholakala kuzo zonke iziMpiko ze-Ithala ezibhekele uMkhakha Wamabhizinisi. Zonke
3817,1,machine,0.0,1.0,1.0,False,Iphakamisa indlela efanele yokulahla umkhiqizo osalayo. Iphinde inikeze imiyalelo ethile yokuhlanza engase ibaluleke. Ip
3818,1,machine,0.0,1.0,1.0,False,"Ukuze kube nokuhamba okuphumelelayo, iziphathimandla kufanele zikwazi ukuxazulula lezi zinkinga. Ukuhlanganisa izinhlelo"
3819,1,machine,0.0,1.0,1.0,False,"Izinhlobo zezithako ezingasetshenziswa emhlabeni wezolimo omuhle zifaka: ummbila, ufulawa, ibhali, ama-ot, isorghum, ikh"
3820,0,human,1.0,0.0,1.0,False,Impumelelo yayo lonke uhlelo lwentando yeningi incike ebudlelwaneni obuhle bokuhloniphana emoyeni wokubambisana phakathi
3821,1,machine,0.0,1.0,1.0,False,Mike Odendal efakaza ukuthi ungumcwaningi ophakathi kokwenza ucwaningo nokwenza lo msebenzi. Ukwanda kwefomula yokukhokh
3822,0,human,1.0,0.0,1.0,False,R.. .. .. .. .. .. .. .. ..... m Imininingwane nesamba semali yefa noma umhlomulo otholwe efeni noma ovela komunye umtho
3823,0,human,1.0,0.0,1.0,False,Akuvunyelwe muntu oyomela omunye kulezi zinkantolo. -isigaba 7. Amandla okulalela udaba olwedlulisiwe asezithebeni zeNka
3824,0,human,1.0,0.0,1.0,False,Ngokwamanje uhlangane noMnz Eros Mazibuko ongummeli omsizayo ngokusebenzisa ipaluzi lakhe ngendlela eafanelekile. Sebats
3825,0,human,1.0,0.0,1.0,False,Lokhu kuqukethe ulwazi mayelana nezivumelwano zohwebo phakathi kwe Ningizumu Afrika namazwe omhlaba kanye nezinye izinhl
3826,1,machine,0.0,1.0,1.0,False,"a ukuthi inani eliphelele elikweletwayo, kuhlanganise nenani elichaziwe lesaziso, kumele likhokhwe phakathi kwezinsuku e"
3827,0,human,1.0,0.0,1.0,False,"Sekukhiqizwa ukudla okuningi kakhulu, manje intengiso iyehla kodwa inani lezindleko zokukhiqiza liyakhuphuka njalo. Kanj"
3828,1,machine,0.0,1.0,1.0,False,"Uma izindlela zokwenza imisebenzi yesikhathi esizayo seziqaliswe ngokuphelele, futhi izinsiza zabasebenzi nemishini zihl"
3829,1,machine,0.0,1.0,1.0,False,"Uhlelo lokutshala imali ku-Just Energy Transition (JET) luhloselwe ukusungula umphakathi ophumelelayo, onobulungiswa, no"
3830,0,human,1.0,0.0,1.0,False,"Ngokuhambisana nesigatshan 2, ukukhashwa kwemikhmi encebeni kuphoqelekile kulelo nalelo ncweba, umkhaphi uyakuhambisa no"
3831,1,machine,0.0,1.0,1.0,False,UNgqongqoshe angasungula umsebenzi ophathelene nokusebenza ukuze asekele iMpi uma kudingeka. Amalungu ale misebenzi asek
3832,1,machine,0.0,1.0,1.0,False,Umbiko onikeziwe kanye nazo zonke izimvo zomphakathi zizoba yingxenye yale mibiko. Iningi lomsebenzi we-NA lenziwa kumaK
3833,0,human,1.0,0.0,1.0,False,Uthe abantu bakho benza iketanga labantu phezulu phakathi kwezihlalo? Umbandela wokwenza izinhlelo ngenhloso yokuheha iz
3834,0,human,1.0,0.0,1.0,False,"NgoMandulo, njalo ngonyaka Umphathi weNkantolo ukhangisa kwiGazethe kaHulumeni izimali ezingalandiwe ngabanikazi bawo. I"
3835,1,machine,0.0,1.0,1.0,False,"Ibhola Lombhoxo: Umlando Walo Ibhola lombhoxo, elaziwa nangokuthi i-rugby, ungumdlalo owaziwa kakhulu emhlabeni jikelele"
3836,1,machine,0.0,1.0,1.0,False,Lo mhlahlandlela kufanele uphume ngolimi lwezofficial ezintathu kwiGazethi yeHhovisi leZwe. Uma imisebenzi yezakhiwo ezi
3837,0,human,1.0,0.0,1.0,False,"Uma isikweletu singakhokhiwe sonke ngenyanga elandelayo, kuba nzima ukuthi i-akhawunti ihlale ikahle ikhuphuke. Sicela w"
3838,0,human,1.0,0.0,1.0,False,Emva kwalokhu wayenikezwa indawo engu-50 ha endaweni yaseVaalspruit (eduze naseBronkhorstspruit). Ngokwamanje uBoy ulima
3839,0,human,0.9996,0.0004,0.9996,False,Ukubunjwa kwezakhiwo ezengeziwe kanye nezimfuno zokufinyelela elwazini lomphakathi ngolimi olukhethwe ngamalungu omphaka
3840,1,machine,0.0,1.0,1.0,False,"Okokuqala, bangathenga imikhiqizo yesizini, njengoba lokhu kuvame ukuba manzi kakhudlwana. Kwesibili, ukwakha uhla lokud"
3841,1,machine,0.0,1.0,1.0,False,Ukukhuthaza ukuthuthukiswa okufanele kwamabhizinisi ensimbi eyigugu eRiphabhulikhi; futhi ukuze kuqondwe izinhloso zokwa
3842,1,machine,0.0,1.0,1.0,False,a kufanele icabangele noma yisiphi ubufakazi obutholwe ngaphambilini ngaphansi kwemigomo yesigaba-5 1; futhi b kufanele 
3843,1,machine,0.0,1.0,1.0,False,"Inhloso yethu ukuhlinzeka ngempahla egxile kubantu, eshibhile, ethinta izimboni ngokudlulisa ulwazi nobudlelwano. Isu le"
3844,0,human,1.0,0.0,1.0,False,"Izinkantolo zamakhosi nezinduna, oKhomishani bezinkantolo neziNkantolo zaMacala Adlulisiwe zazisebenza njengezinkantolo "
3845,0,human,1.0,0.0,1.0,False,"UMaNgwenya owayesefile yitwetwe, wathi uyasukuma wahluleka. Waze waguqa ngamadolo, wabambelela nangezandla, kwawumzukuzu"
3846,0,human,1.0,0.0,1.0,False,Iqembu Locwaningo Imperani (eFicksburg). Amahekhthare ayi-1 510. Kungani ungahlwanyelwanga umhlaba olimekayo? Nomhlaba o
3847,1,machine,0.0,1.0,1.0,False,"E-Ningizimu Afrika, lezi zindawo zihlanganisa ulwazi lwezulu nolwazi lwezemvelo. Isikhungo esihamba phambili uma kukhulu"
3848,0,human,1.0,0.0,1.0,False,Izindwendwe zomama abancelisayo bancelisa abantwana babo ngosizo lwesitafu esisekelayo. Iningizimu Afrika ikuvumile ukub
3849,1,machine,0.0,1.0,1.0,False,"Nokho, la magama kufanele akhunjulwe futhi aqondwe ngabo bonke embonini ngoba athinta ibhizinisi labo ngendlela ethile. "
3850,0,human,1.0,0.0,1.0,False,Uqinisile Dudu wami uma uthi ufuna ukuba ngowokuqala ngoba nesilungu siyasho ukuthi inyoni evuka kuqala idla icimbi elim
3851,0,human,1.0,0.0,1.0,False,Abantu abaningi emhlabeni banalezi zimpawu ezingathenicono futhi abadingi noma ngabe yikuphi ukwelashwa okukhethekile. N
3852,1,machine,0.0,1.0,1.0,False,"Nakuba izikhungo zocwaningo zibuyekezwe futhi izinkomba eziyisisekelo zisetshenziswe, indima yezigaba ezithile zokwahlul"
3853,1,machine,0.0,1.0,1.0,False,Ngabe uyazi ukuthi izinhlelo zokuvikela zidinga ukuvuselelwa njalo? Lokhu kubalulekile ukuze kuqinisekiswe ukuthi izinsi
3854,1,machine,0.0,1.0,1.0,False,"Okwesithathu, ukucishwa kukagesi kungaba nomthelela omkhulu ezindleleni zokujika kwemali. Njengoba amabhizinisi amancane"
3855,0,human,1.0,0.0,1.0,False,Ukuthi sakwazi ukuqinisekisa uguquko olungenaphutha ezinyangeni ezinhlanu ezedlule kanye nokuqhubeka nezinhlelo zikahulu
3856,1,machine,0.0,1.0,1.0,False,"80 ka-1991). Umhloli ophenya izincwadi njengoba kukhombisiwe esigabeni (5) kufanele, embikweni womhloli, akhulume ngombo"
3857,1,machine,0.0,1.0,1.0,False,"Uhlale eqhubeka nokuhola iButho leNgilandi, futhi waba yisithonjana sokuhlonipha izinkolo ezahlukene, izizwe, kanye nezi"
3858,0,human,1.0,0.0,1.0,False,"I-Robert Jameson Park, enegadi enkulu yamarozi, kwake kwaba yindawo kaphayinaphu eyayidume kakhulu ngokuwulondoza ngoshu"
3859,1,machine,0.0,1.0,1.0,False,"Usain Bolt: Umgibeli Oqavile Isingeniso UUsain Bolt ungomunye wabagibeli abaphambili emlandweni wezokugijima, owaziwa ka"
3860,0,human,1.0,0.0,1.0,False,Ubufakazi buyochitha umfakisicelo ekuqokweni. Lomyalelo omile okukhulunywe ngawo ngenhla uyocashunwa ezikhangisweni zoku
3861,1,machine,0.0,1.0,1.0,False,"Kubalulekile ukuthi umgibeli aqhubeke nokuzijwayeza, aqonde izindlela zokuphumelela, futhi akhulise amakhono akhe. Ukuse"
3862,0,human,1.0,0.0,1.0,False,Abalimi abakwazi ukwethembela kulokho kudla abahlinzekwa khona ngezinye izingxenye zesigaba sezwekazi ukuze babhekane no
3863,0,human,1.0,0.0,1.0,False,I-WPLG igcizelela isidingo sezinguquko ohlelweni lokuphatha umasipala ngaphandle kokuphazamisa amalungiselelo athile enh
3864,0,human,1.0,0.0,1.0,False,"Ukuqinisekisa ukuthi abasebenzi beposi balandela noma bagcina uMthetho, kanye nemigomo nemibandela yelayisensi nesitifik"
3865,0,human,1.0,0.0,1.0,False,"Uhlelo lwesikweletu luyodinga amacebo okuncishiswa kobumba okuvunyelwene ngawo, amacebo esikweletu nokubamba iqhaza ekuS"
3866,1,machine,0.0,1.0,1.0,False,"Mphakathi ophakeme, ngikhona namuhla ukuze ngethule iSikhumbuzo seBhajethi somnyaka wezezimali ka-2009/2010 weMnyango We"
3867,0,human,1.0,0.0,1.0,False,"Okubalulekile futhi, kumele siqaphe ubuqotho bohlelo lwezohwebo lomhlaba, siqedele izingxoxo zase-Doha e-Qater, nezaziwa"
3868,1,machine,0.0,1.0,1.0,False,"Ngokuhamba kwesikhathi, kube nezingxoxo ezithinta izixazululo ezitholakalayo, ezinjengezinhlelo zokubambisana phakathi k"
3869,1,machine,0.0,1.0,1.0,False,Khuluma ngesilinganiso esifanele sesilwane ngaphambi kokuhamba uye esigabeni. Indawo yokuphawu lokukhomba olusemthethwen
3870,1,machine,0.0,1.0,1.0,False,"Ukubeka izinhlelo ezikhangayo zokuxhumana, ezifana nezikhangiso ezisemphakathini, kungasiza ekwandiseni ulwazi lwezempil"
3871,0,human,1.0,0.0,1.0,False,kanye nomthetho 7 (ii) esikhathini esingekho ngaphansi kwezinsuku ezine kusukela osukwini okwamukelwe ngalo isicelo. i n
3872,1,machine,0.0,1.0,1.0,False,"Othisha badinga ukuqeqeshwa ukuze bakwazi ukusebenzisa lezi zinsiza kahle. Lokhu kudinga isikhathi nemali, futhi izikole"
3873,0,human,1.0,0.0,1.0,False,"Ama""Activity Spines"" ajwayele ukubizwa ngama""Corridors"" entuthuko, kanti avame ukuba emigwaqeni emikhulu esuka noma eya "
3874,0,human,1.0,0.0,1.0,False,"ERiphabhuliki, uhulumeni ubunjwe waba yimikhakha kazwelonke, yezifundazwe kanye neyezindawo, engafani, enobudlelwano neh"
3875,1,machine,1e-04,0.9999,0.9999,False,Umuntu osebenza ehhovisi lokuphatha wenza amakhophi emsebenzini ohunyushiwe futhi uthumele eyodwa kumthengi kanti enye i
3876,0,human,1.0,0.0,1.0,False,"Usuku nalapho umphathisikole, uthisha, noma omunye umfundisi, kanye nesisebenzi soMnyango wemfundo esayina khona. Umbiko"
3877,0,human,1.0,0.0,1.0,False,Umsebenzi wokuhlola weHhovisi Elihlolayo71. IHhovisi Elihlolayo noma izithunywa zalo kumele lihlole isakhiwo sezempilo n
3878,1,machine,0.0,1.0,1.0,False,"U-Sipho waba ngumuntu ophumelelayo emhlabeni wedijithali, futhi lokhu kwavula iminyango emisha. Kodwa uSipho akazange ak"
3879,0,human,1.0,0.0,1.0,False,Amacala abanda-kanya amacala ocansi azolalelwa ezinkantolo eziyisipesheli lapho lezi zinkantolo zikhona khona. Umshushis
3880,1,machine,0.0,1.0,1.0,False,"Ukwakheka Kwezikhungo Okulungele Abasebenzisi Ngempelasonto edlule, insuku ezimnandi zakhula emkhakheni wezokwakha zezik"
3881,1,machine,0.0,1.0,1.0,False,"Kwesikhathi eside, iPhalamende imele izinto ezahlukene kubantu abahlukene. Lapho ungena ePhalamende ngeRoeland Street, i"
3882,0,human,1.0,0.0,1.0,False,Ungawubeki umbono wokuthi bewungekho umsebenzi we-Stallion phambilini? Umnyango wezokuVikela uzobika ngokwesweleka kwezi
3883,1,machine,0.0,1.0,1.0,False,"Lokhu kwavumela izikhungo ukuba zihlaziye izimo eziphuthumayo, ziqonde kahle ukuthi yini engasebenzi kahle, futhi zithut"
3884,1,machine,0.0,1.0,1.0,False,"Lokhu kwehlisa izikhala phakathi kwabantu, okwakukhuthaza ukuvela kokuxhumana okuhle emhlabeni. Ukwenza kube sobala, izi"
3885,0,human,1.0,0.0,1.0,False,Izimali zentela kuvamise ukuba zikhokhelwe ngosuku olubekiwe kwinothisi yokuhlolelwa ukukhokhela intela noma nganoma yiy
3886,0,human,1.0,0.0,1.0,False,a Lowo ongacelanga ukuba kukhishwe umsizi ekulalelweni kodaba kufanele kuthi ngaphambi kokuba kukhishwe isinqumo sokuba 
3887,0,human,1.0,0.0,1.0,False,Umhlaba wombuso kanye nomhlaba onabanikazi bangasese ungangenelwa ngokungemthetho. Uhulumeni unomsebenzi ngokomthethosis
3888,1,machine,0.0,1.0,1.0,False,"Ukufakwa Kwezikhungo Zolwazi lweZempilo Ezindaweni zokuhlala zethu, izikhungo zolwazi lwezempilo zibalulekile empilweni "
3889,1,machine,0.0,1.0,1.0,False,"Thina, njengabangabalimi, kufanele samukele indima yethu ekuphatheni umhlaba wethu nezinsiza zethu zendawo. Kufanele sik"
3890,0,human,1.0,0.0,1.0,False,"Thina kulo Mnyango siyazinikela ukubeka imigomo elandelayo ye "" People First "" ekusetshenzisweni ngaphandle kokuchitha i"
3891,1,machine,0.0,1.0,1.0,False,Ucwaningo lwakhe lokuzama ukuqhakambisa izinkanyezi ezincane luhlonishwa enhliziyweni yomphakathi futhi luphendula izing
3892,1,machine,0.0,1.0,1.0,False,"Lokhu kufaka phakathi isimemezelo esivela kudokotela, okuyindlela yokushayela umsebenzi wezempilo ukuthi kudingeka ukwel"
3893,1,machine,0.0,1.0,1.0,False,"Isinyathelo 3: Ukubhalisela Amachaneli Uma uthanda ividiyo ethile, ungabhalisela leyo chaneli ukuze uthole izibuyekezo e"
3894,0,human,0.9999,1e-04,0.9999,False,"njalo ngezikhathi ezinqunyiwe, kuhlolwe futhi kubuyekezwe uhlelo. Abaqashi kufanele bathabathe amanyathelo aqotho ukwele"
3895,1,machine,0.0,1.0,1.0,False,"Umbuzo 8: Kunjani ukufaka isicelo sokuhlinzwa? Impendulo: Ukuze ufake isicelo sokuhlinzwa, amalungu kufanele baqinisekis"
3896,0,human,1.0,0.0,1.0,False,"Lapho umthengi ephikisa khona, angacela umphakeli ukuthi ahlole ukungabi naphutha kwemitha ngokuthi umthengi akhiphe ima"
3897,1,machine,0.0008,0.9992,0.9992,False,"Usizo nokuxhaso kuzohlinzekwa yiPhalamende Lezohwebo Nezimboni (obizwa ngokuthi ""DTI"" lapha) ukuze kuthuthukiswe ukugcin"
3898,0,human,1.0,0.0,1.0,False,"Intatshana yaseMapungubwe - Siyisizinda nesendlalelo, intatshana yetshe lenhlaba etsheni elikhafulwe wudaka, endaweni ey"
3899,1,machine,0.0,1.0,1.0,False,Zidinga ukuba ziqinisekiswe futhi zihlolwe ngokuqinile ukuze kuqinisekiswe ukuthi zifaneleka. Lokhu kusho ukuthi izikhun
3900,0,human,1.0,0.0,1.0,False,"John Themba. b Umhlangano waqaphela ukuthi imigomo yeMithetho yeSkimu, izixazululo ezadluliswa kunoma yimuphi umhlangano"
3901,1,machine,0.0,1.0,1.0,False,### Ukunakekelwa Kwezingane Ezisanda Kuzalwa Ezibhedlela Ukunakekelwa kwezingane ezisanda kuzalwa ezibhedlela kubaluleki
3902,0,human,1.0,0.0,1.0,False,Vula ifayela yodaba ezimele yesizwe ngasinye usebenzise isiqalo esingu 18.10.2 silandelwe uphawu / kanye negama lesizwe.
3903,0,human,1.0,0.0,1.0,False,U-GEMS uzinikele ekuletheni ukunakekelwa kwempilo eduze nawe. Senza yonke imizamo ukukuhlinzeka kanye nomndeni wakho nge
3904,0,human,1.0,0.0,1.0,False,Siyacelwa ukuba siqhubeke nalo msebenzi wokugqugquzela ubumbano ekwehlukaneni kwethu siphinde sithuthukise izinhlaka zam
3905,0,human,1.0,0.0,1.0,False,"Umsebenzi wokulima awupheli. Lapho sicabanga ukuthi ukuvuna nokuthengisa umvuno sekuphelile, sekuqala umsebenzi wonyaka "
3906,1,machine,0.0,1.0,1.0,False,"Lezi zinyathelo zenzelwe ukubonisa ubunzima okuyiwo abahlangabezana nawo. Ngokuhamba kwesikhathi, izinkampani zathola uk"
3907,1,machine,0.0,1.0,1.0,False,Ukubambisana nezinye izikhungo kungasiza ekwakheni amandla. Umbuzo 10: Yini eyenza umphakathi ubaluleke ekulweni ne-cybe
3908,1,machine,0.0,1.0,1.0,False,Ukuzibophezela kwabo ekulandeleni imithetho kwaba isibonelo esihle sokuthi umphakathi ungalungisa kanjani izinkinga zawo
3909,1,machine,0.0,1.0,1.0,False,"Ukuze usebenzise kahle izicwangciso zakho zesikhathi esizayo futhi ufeze izinhloso zebhizinisi lakho, kubalulekile ukuhl"
3910,1,machine,0.0,1.0,1.0,False,Ukuqinisekiswa Kwesimo Sesisebenzi Sikahulumeni (GEMS Government Employee Status Verification) Ukuqinisekiswa kwesimo sa
3911,1,machine,0.0,1.0,1.0,False,"Ukushoda kwemithi ezibhedlela zikahulumeni Ezindaweni eziningi eNingizimu Afrika, kusekhona ukukhathazeka okukhulu mayel"
3912,1,machine,0.0,1.0,1.0,False,Izinkinga Zokuhamba Ngamatekisi: Isingeniso Ukuhamba ngamatekisi kubalulekile empilweni yansuku zonke kubantu abaningi e
3913,0,human,1.0,0.0,1.0,False,"Sibathulela isigqoko ngokukhuthaza ithemba ngezikhathi ezinzima. Ngalo mbandela, ngifisa ukwenanela ubukhona buka Pat Tl"
3914,0,human,1.0,0.0,1.0,False,Ka fao bontÃ…Â¡i bja ditiro tÃ…Â¡a polaseng bo swanetÃ…Â¡e go lebiÃ…Â¡wa tÃ…Â¡weletÃ…Â¡ong ya dijo tÃ…Â¡a diruiwa (mohla
3915,1,machine,0.0,1.0,1.0,False,Inkantolo yathatha isinqumo sokuthi idokhumenti ingasetshenziswa ekubuzeni umshushisi nakuba ubuqiniso bedokhumenti buph
3916,1,machine,0.0,1.0,1.0,False,Abalimi abaphumelele eminyakeni edlule ngokugcina bephila emaphandleni ngesikhathi esinzima ngenxa yezindleko eziphansi 
3917,0,human,1.0,0.0,1.0,False,"I-fish processing establishment kungaba yimoto, umkhumbi, isakhiwo noma indawo lapho okukhiqizwa khona i-substance noma "
3918,1,machine,0.0,1.0,1.0,False,Ushintsho kuMthetho 43.02. Umthetho olandelayo uzoshintshwa emva koMthetho 43.02. Ushintsho kuMthetho 91.02. ukuthi umsh
3919,0,human,1.0,0.0,1.0,False,"Umqulu Wabahlushwa uhlinzeka ngamalungelo alandelayo ayisikhombisa kubahlushwa bobuge mshushisi uzothatha izinyathelo, i"
3920,0,human,1.0,0.0,1.0,False,"Lapho u-MEC ethathe ilungelo lokusebenzisa umhlaba, isiFundazwe singasebenzisa lelolungelo kusukela ngosuku lokuthathwa "
3921,0,human,1.0,0.0,1.0,False,UHlaka lukaZwelonke Lokuluungelelanisa Amalungelo Ezingane lakhiwe nguMkhandlu kaZwelonke Wezikwaluleka Wamalungelo Ezin
3922,0,human,1.0,0.0,1.0,False,Ziyini izinkinga abalimi abasakhulayo babhekene nazo? Kubalulekile kakhulu emsebenzini wokukhiqiza ukudla okuzinhlamvu u
3923,0,human,1.0,0.0,1.0,False,Umphumela otholwe ngokulandisa kwesigatshana 1 b othi umuntu akakulungele ukusebenza ngezingane awuncikile emphumeleni w
3924,0,human,1.0,0.0,1.0,False,b ngesicelo saloyo muntu abonise isitifiketi esiphathekayo esigabeni esingaphansi kwe-2 kuloyo muntu. a Isampuli ethethw
3925,1,machine,0.0,1.0,1.0,False,"Ngakho-ke, kucacile ukuthi umthetho ubhekelela abantu abathile, ubhekelela kuphela abantu bendabuko baseNingizimu Afrika"
3926,0,human,1.0,0.0,1.0,False,"Uzokwaziswa ngokuthi ubhalelwe ukuthi isicelo sakho sivunyiwe / sinqatshiwe. Uma ufisa ukubikelwa ngenye indlela, uyacel"
3927,0,human,1.0,0.0,1.0,False,"Inhloso wukusungula umhlahlandlela kazwelonke wokwenganyelwa kwamaphayiphi athwala iphethroliyamu, ukusungula uMkhandlu "
3928,1,machine,0.0,1.0,1.0,False,"I-GEMS ibhekelela izindleko ezinkulu zokunakekelwa kwezempilo, futhi lokhu kubaluleke kakhulu ekwakheni ubudlelwano obuq"
3929,0,human,1.0,0.0,1.0,False,"Lona kube umnotho ohaqwe yizinkinga ezinkulu ezisesakhiweni, okuhlanganisa ukungalingani okukhulu kokwabiwa komnotho, im"
3930,0,human,1.0,0.0,1.0,False,"Kwamakhasimende nababambe iqhaza, iqophelo lomsebenzi, ukweneliseka kwabantu, umphumela womsebenzi walabo abethula izins"
3931,0,human,1.0,0.0,1.0,False,"f Zingakapheli izinsuku ezingu-14 kusuka ngosuku lokubhalisa kwesinyathelo seTalaq engaguquki, omunye wabashadene engath"
3932,1,machine,0.0,1.0,1.0,False,"Umthombo (lapho sithole khona: International Grain Board, Safex kanye nedatha ye-Grain SA). Intengo ye-maize e-Argentina"
3933,0,human,1.0,0.0,1.0,False,Ama-Wendy houses angashi abelokhu ehlinzekwa kanye nezindlu zangasese namanzi. Lesi sithombe sathathwa ngaphambi ngokuqa
3934,1,machine,0.0,1.0,1.0,False,"Uzenzela izinhlelo ezihlobene nokufinyelela ku-Internet, ikakhulukazi ezindaweni ezikude, ukuze abantu bakwazi ukufinyel"
3935,1,machine,0.0,1.0,1.0,False,"Ulwazi oluhlobene nepulazi yilokho abaphatha. Ukuphathwa okujwayelekile - umsebenzi wokuqinisekisa ukuphepha, ukuphatha "
3936,0,human,1.0,0.0,1.0,False,Thina esingabakhizi sifanele samukele umsebenzi wethu wokuphatha umhlaba wethu nezingcebo zezwe lethu. Kufanele sicabang
3937,0,human,1.0,0.0,1.0,False,Amadisayini alungele izidingo zakho ezikhethekile nezidingo ezikhethekile zesifunda sethu. Cha asinikezwanga isisi esikh
3938,0,human,1.0,0.0,1.0,False,Leli fomu likuvumela ukuba ubike amaphutha owabonayo emkhandlwini. Ukuqala ukusebenzisa umthetho kazwelonke ukuvikela uk
